"","Volume","Speed","Delay","Stops","Date","Time","Day"
"11276",16,7,8,16,"11/21/13","3:50","Thurs"
"11277",19,9,10,19,"11/21/13","3:55","Thurs"
"11278",0,0,0,0,"11/21/13","4:00","Thurs"
"11279",24,2,12,24,"11/21/13","4:05","Thurs"
"11280",0,0,0,0,"11/21/13","4:10","Thurs"
"11281",12,5,6,12,"11/21/13","4:15","Thurs"
"11282",24,11,12,24,"11/21/13","4:20","Thurs"
"11283",36,7,18,24,"11/21/13","4:25","Thurs"
"11284",24,10,12,24,"11/21/13","4:30","Thurs"
"11285",36,9,18,24,"11/21/13","4:35","Thurs"
"11286",0,0,0,0,"11/21/13","4:40","Thurs"
"11287",0,0,0,0,"11/21/13","4:45","Thurs"
"11288",33,7,17,16,"11/21/13","4:50","Thurs"
"11289",26,8,14,19,"11/21/13","4:55","Thurs"
"11290",4,0,3,4,"11/21/13","5:00","Thurs"
"11291",72,15,36,48,"11/21/13","5:05","Thurs"
"11292",67,11,34,43,"11/21/13","5:10","Thurs"
"11293",81,13,41,52,"11/21/13","5:15","Thurs"
"11294",55,10,28,36,"11/21/13","5:20","Thurs"
"11295",28,9,15,24,"11/21/13","5:25","Thurs"
"11296",74,17,38,55,"11/21/13","5:30","Thurs"
"11297",40,8,20,28,"11/21/13","5:35","Thurs"
"11298",72,19,36,60,"11/21/13","5:40","Thurs"
"11299",84,19,42,60,"11/21/13","5:45","Thurs"
"11300",55,12,28,43,"11/21/13","5:50","Thurs"
"11301",60,10,31,32,"11/21/13","5:55","Thurs"
"11302",103,16,52,67,"11/21/13","6:00","Thurs"
"11303",128,20,65,92,"11/21/13","6:05","Thurs"
"11304",84,7,42,60,"11/21/13","6:10","Thurs"
"11305",114,17,58,83,"11/21/13","6:15","Thurs"
"11306",279,11,140,207,"11/21/13","6:20","Thurs"
"11307",170,16,86,106,"11/21/13","6:25","Thurs"
"11308",209,17,105,125,"11/21/13","6:30","Thurs"
"11309",183,18,93,105,"11/21/13","6:35","Thurs"
"11310",255,17,128,153,"11/21/13","6:40","Thurs"
"11311",191,21,97,109,"11/21/13","6:45","Thurs"
"11312",243,15,123,139,"11/21/13","6:50","Thurs"
"11313",305,13,154,192,"11/21/13","6:55","Thurs"
"11314",344,13,173,224,"11/21/13","7:00","Thurs"
"11315",238,18,120,147,"11/21/13","7:05","Thurs"
"11316",236,23,119,135,"11/21/13","7:10","Thurs"
"11317",234,22,118,137,"11/21/13","7:15","Thurs"
"11318",280,24,141,171,"11/21/13","7:20","Thurs"
"11319",206,30,104,142,"11/21/13","7:25","Thurs"
"11320",169,21,86,127,"11/21/13","7:30","Thurs"
"11321",341,22,172,244,"11/21/13","7:35","Thurs"
"11322",218,27,111,146,"11/21/13","7:40","Thurs"
"11323",237,24,120,166,"11/21/13","7:45","Thurs"
"11324",324,23,163,220,"11/21/13","7:50","Thurs"
"11325",261,28,132,169,"11/21/13","7:55","Thurs"
"11326",251,26,127,181,"11/21/13","8:00","Thurs"
"11327",280,22,141,190,"11/21/13","8:05","Thurs"
"11328",307,24,155,194,"11/21/13","8:10","Thurs"
"11329",222,23,112,153,"11/21/13","8:15","Thurs"
"11330",243,24,123,173,"11/21/13","8:20","Thurs"
"11331",256,25,129,176,"11/21/13","8:25","Thurs"
"11332",331,25,167,239,"11/21/13","8:30","Thurs"
"11333",340,26,171,236,"11/21/13","8:35","Thurs"
"11334",292,26,147,202,"11/21/13","8:40","Thurs"
"11335",261,30,132,190,"11/21/13","8:45","Thurs"
"11336",293,26,148,219,"11/21/13","8:50","Thurs"
"11337",348,28,176,238,"11/21/13","8:55","Thurs"
"11338",280,24,142,188,"11/21/13","9:00","Thurs"
"11339",355,22,179,251,"11/21/13","9:05","Thurs"
"11340",320,24,162,217,"11/21/13","9:10","Thurs"
"11341",219,27,112,181,"11/21/13","9:15","Thurs"
"11342",244,22,123,168,"11/21/13","9:20","Thurs"
"11343",273,26,138,200,"11/21/13","9:25","Thurs"
"11344",261,20,132,177,"11/21/13","9:30","Thurs"
"11345",368,21,186,272,"11/21/13","9:35","Thurs"
"11346",333,24,168,237,"11/21/13","9:40","Thurs"
"11347",398,24,200,278,"11/21/13","9:45","Thurs"
"11348",358,26,181,250,"11/21/13","9:50","Thurs"
"11349",318,17,160,214,"11/21/13","9:55","Thurs"
"11350",286,25,144,197,"11/21/13","10:00","Thurs"
"11351",425,27,214,330,"11/21/13","10:05","Thurs"
"11352",294,22,149,214,"11/21/13","10:10","Thurs"
"11353",244,23,124,188,"11/21/13","10:15","Thurs"
"11354",388,19,196,308,"11/21/13","10:20","Thurs"
"11355",341,25,172,245,"11/21/13","10:25","Thurs"
"11356",249,25,126,170,"11/21/13","10:30","Thurs"
"11357",181,25,92,118,"11/21/13","10:35","Thurs"
"11358",369,23,188,336,"11/21/13","10:40","Thurs"
"11359",274,25,139,198,"11/21/13","10:45","Thurs"
"11360",259,27,131,175,"11/21/13","10:50","Thurs"
"11361",272,27,138,176,"11/21/13","10:55","Thurs"
"11362",420,23,212,312,"11/21/13","11:00","Thurs"
"11363",326,21,165,231,"11/21/13","11:05","Thurs"
"11364",310,25,156,202,"11/21/13","11:10","Thurs"
"11365",401,30,202,293,"11/21/13","11:15","Thurs"
"11366",322,24,162,238,"11/21/13","11:20","Thurs"
"11367",402,21,203,282,"11/21/13","11:25","Thurs"
"11368",257,24,130,169,"11/21/13","11:30","Thurs"
"11369",405,21,209,781,"11/21/13","11:35","Thurs"
"11370",353,23,178,256,"11/21/13","11:40","Thurs"
"11371",330,28,166,254,"11/21/13","11:45","Thurs"
"11372",362,20,182,270,"11/21/13","11:50","Thurs"
"11373",469,21,236,361,"11/21/13","11:55","Thurs"
"11374",491,24,247,367,"11/21/13","12:00","Thurs"
"11375",504,25,253,375,"11/21/13","12:05","Thurs"
"11376",467,22,235,339,"11/21/13","12:10","Thurs"
"11377",348,25,176,256,"11/21/13","12:15","Thurs"
"11378",324,27,163,231,"11/21/13","12:20","Thurs"
"11379",437,24,220,336,"11/21/13","12:25","Thurs"
"11380",469,23,236,339,"11/21/13","12:30","Thurs"
"11381",458,24,230,354,"11/21/13","12:35","Thurs"
"11382",340,27,172,260,"11/21/13","12:40","Thurs"
"11383",337,26,170,248,"11/21/13","12:45","Thurs"
"11384",340,13,171,257,"11/21/13","12:50","Thurs"
"11385",252,26,128,179,"11/21/13","12:55","Thurs"
"11386",406,22,204,294,"11/21/13","13:00","Thurs"
"11387",230,19,117,151,"11/21/13","13:05","Thurs"
"11388",384,28,194,280,"11/21/13","13:10","Thurs"
"11389",326,23,165,234,"11/21/13","13:15","Thurs"
"11390",370,26,187,266,"11/21/13","13:20","Thurs"
"11391",362,21,182,254,"11/21/13","13:25","Thurs"
"11392",433,19,218,313,"11/21/13","13:30","Thurs"
"11393",418,15,211,323,"11/21/13","13:35","Thurs"
"11394",376,20,190,268,"11/21/13","13:40","Thurs"
"11395",400,15,202,295,"11/21/13","13:45","Thurs"
"11396",429,13,216,295,"11/21/13","13:50","Thurs"
"11397",472,18,238,363,"11/21/13","13:55","Thurs"
"11398",386,19,195,291,"11/21/13","14:00","Thurs"
"11399",397,29,200,312,"11/21/13","14:05","Thurs"
"11400",387,18,195,296,"11/21/13","14:10","Thurs"
"11401",345,24,174,253,"11/21/13","14:15","Thurs"
"11402",286,26,144,204,"11/21/13","14:20","Thurs"
"11403",429,22,216,314,"11/21/13","14:25","Thurs"
"11404",394,29,198,301,"11/21/13","14:30","Thurs"
"11405",421,22,212,317,"11/21/13","14:35","Thurs"
"11406",400,25,202,280,"11/21/13","14:40","Thurs"
"11407",345,23,174,254,"11/21/13","14:45","Thurs"
"11408",380,18,192,279,"11/21/13","14:50","Thurs"
"11409",368,21,185,264,"11/21/13","14:55","Thurs"
"11410",320,21,162,232,"11/21/13","15:00","Thurs"
"11411",449,21,226,329,"11/21/13","15:05","Thurs"
"11412",364,20,184,249,"11/21/13","15:10","Thurs"
"11413",341,23,172,249,"11/21/13","15:15","Thurs"
"11414",444,18,224,340,"11/21/13","15:20","Thurs"
"11415",373,21,188,281,"11/21/13","15:25","Thurs"
"11416",516,16,259,394,"11/21/13","15:30","Thurs"
"11417",361,25,182,273,"11/21/13","15:35","Thurs"
"11418",409,19,206,299,"11/21/13","15:40","Thurs"
"11419",450,20,226,329,"11/21/13","15:45","Thurs"
"11420",460,23,232,354,"11/21/13","15:50","Thurs"
"11421",511,21,256,312,"11/21/13","15:55","Thurs"
"11422",430,21,217,286,"11/21/13","16:00","Thurs"
"11423",600,20,301,432,"11/21/13","16:05","Thurs"
"11424",432,12,217,300,"11/21/13","16:10","Thurs"
"11425",444,14,223,276,"11/21/13","16:15","Thurs"
"11426",483,23,243,331,"11/21/13","16:20","Thurs"
"11427",521,24,262,365,"11/21/13","16:25","Thurs"
"11428",516,19,259,384,"11/21/13","16:30","Thurs"
"11429",567,14,285,418,"11/21/13","16:35","Thurs"
"11430",487,13,245,324,"11/21/13","16:40","Thurs"
"11431",492,12,248,348,"11/21/13","16:45","Thurs"
"11432",597,10,300,448,"11/21/13","16:50","Thurs"
"11433",543,10,273,372,"11/21/13","16:55","Thurs"
"11434",540,17,272,392,"11/21/13","17:00","Thurs"
"11435",687,12,345,514,"11/21/13","17:05","Thurs"
"11436",675,14,339,512,"11/21/13","17:10","Thurs"
"11437",735,11,369,567,"11/21/13","17:15","Thurs"
"11438",768,11,386,624,"11/21/13","17:20","Thurs"
"11439",596,9,300,448,"11/21/13","17:25","Thurs"
"11440",645,10,324,469,"11/21/13","17:30","Thurs"
"11441",545,18,274,401,"11/21/13","17:35","Thurs"
"11442",461,18,232,328,"11/21/13","17:40","Thurs"
"11443",488,23,245,373,"11/21/13","17:45","Thurs"
"11444",540,25,271,419,"11/21/13","17:50","Thurs"
"11445",469,13,236,373,"11/21/13","17:55","Thurs"
"11446",370,21,186,258,"11/21/13","18:00","Thurs"
"11447",378,27,191,286,"11/21/13","18:05","Thurs"
"11448",461,19,232,336,"11/21/13","18:10","Thurs"
"11449",376,20,190,270,"11/21/13","18:15","Thurs"
"11450",323,28,163,230,"11/21/13","18:20","Thurs"
"11451",298,25,151,190,"11/21/13","18:25","Thurs"
"11452",288,25,145,201,"11/21/13","18:30","Thurs"
"11453",275,28,139,195,"11/21/13","18:35","Thurs"
"11454",286,29,144,198,"11/21/13","18:40","Thurs"
"11455",241,27,122,181,"11/21/13","18:45","Thurs"
"11456",238,25,120,158,"11/21/13","18:50","Thurs"
"11457",202,25,103,129,"11/21/13","18:55","Thurs"
"11458",190,33,96,135,"11/21/13","19:00","Thurs"
"11459",256,33,129,167,"11/21/13","19:05","Thurs"
"11460",303,28,153,210,"11/21/13","19:10","Thurs"
"11461",333,27,168,253,"11/21/13","19:15","Thurs"
"11462",203,28,103,135,"11/21/13","19:20","Thurs"
"11463",243,29,123,167,"11/21/13","19:25","Thurs"
"11464",249,29,126,176,"11/21/13","19:30","Thurs"
"11465",263,35,133,183,"11/21/13","19:35","Thurs"
"11466",238,34,120,153,"11/21/13","19:40","Thurs"
"11467",218,34,110,143,"11/21/13","19:45","Thurs"
"11468",213,34,108,146,"11/21/13","19:50","Thurs"
"11469",141,30,72,90,"11/21/13","19:55","Thurs"
"11470",222,31,112,161,"11/21/13","20:00","Thurs"
"11471",157,22,79,116,"11/21/13","20:05","Thurs"
"11472",157,27,79,102,"11/21/13","20:10","Thurs"
"11473",243,30,122,151,"11/21/13","20:15","Thurs"
"11474",154,16,78,109,"11/21/13","20:20","Thurs"
"11475",246,28,124,171,"11/21/13","20:25","Thurs"
"11476",256,28,129,180,"11/21/13","20:30","Thurs"
"11477",300,29,150,204,"11/21/13","20:35","Thurs"
"11478",220,32,111,172,"11/21/13","20:40","Thurs"
"11479",243,30,122,163,"11/21/13","20:45","Thurs"
"11480",220,32,111,144,"11/21/13","20:50","Thurs"
"11481",187,31,94,108,"11/21/13","20:55","Thurs"
"11482",240,34,120,192,"11/21/13","21:00","Thurs"
"11483",200,35,101,148,"11/21/13","21:05","Thurs"
"11484",276,32,138,180,"11/21/13","21:10","Thurs"
"11485",175,24,88,103,"11/21/13","21:15","Thurs"
"11486",240,30,121,144,"11/21/13","21:20","Thurs"
"11487",163,23,82,96,"11/21/13","21:25","Thurs"
"11488",244,28,123,180,"11/21/13","21:30","Thurs"
"11489",185,30,93,125,"11/21/13","21:35","Thurs"
"11490",220,26,111,168,"11/21/13","21:40","Thurs"
"11491",297,30,149,210,"11/21/13","21:45","Thurs"
"11492",128,33,65,100,"11/21/13","21:50","Thurs"
"11493",142,28,72,99,"11/21/13","21:55","Thurs"
"11494",193,27,97,128,"11/21/13","22:00","Thurs"
"11495",155,26,78,108,"11/21/13","22:05","Thurs"
"11496",151,25,76,103,"11/21/13","22:10","Thurs"
"11497",112,27,57,76,"11/21/13","22:15","Thurs"
"11498",191,30,96,144,"11/21/13","22:20","Thurs"
"11499",175,31,88,115,"11/21/13","22:25","Thurs"
"11500",103,30,52,72,"11/21/13","22:30","Thurs"
"11501",125,25,63,84,"11/21/13","22:35","Thurs"
"11502",160,27,81,100,"11/21/13","22:40","Thurs"
"11503",120,22,61,72,"11/21/13","22:45","Thurs"
"11504",93,18,47,74,"11/21/13","22:50","Thurs"
"11505",72,11,36,48,"11/21/13","22:55","Thurs"
"11506",50,18,26,45,"11/21/13","23:00","Thurs"
"11507",132,27,66,84,"11/21/13","23:05","Thurs"
"11508",110,26,56,79,"11/21/13","23:10","Thurs"
"11509",79,18,40,55,"11/21/13","23:15","Thurs"
"11510",136,28,69,88,"11/21/13","23:20","Thurs"
"11511",72,20,36,60,"11/21/13","23:25","Thurs"
"11512",76,22,39,60,"11/21/13","23:30","Thurs"
"11513",91,28,46,60,"11/21/13","23:35","Thurs"
"11514",72,27,36,60,"11/21/13","23:40","Thurs"
"11515",148,26,75,96,"11/21/13","23:45","Thurs"
"11516",143,30,72,83,"11/21/13","23:50","Thurs"
"11517",48,16,25,36,"11/21/13","23:55","Thurs"
"11518",55,22,28,48,"11/22/13","0:00","Fri"
"11519",91,25,46,67,"11/22/13","0:05","Fri"
"11520",36,11,18,24,"11/22/13","0:10","Fri"
"11521",116,29,59,76,"11/22/13","0:15","Fri"
"11522",108,22,55,72,"11/22/13","0:20","Fri"
"11523",38,14,20,31,"11/22/13","0:25","Fri"
"11524",12,5,6,12,"11/22/13","0:30","Fri"
"11525",24,11,12,24,"11/22/13","0:35","Fri"
"11526",16,7,9,16,"11/22/13","0:40","Fri"
"11527",96,33,48,84,"11/22/13","0:45","Fri"
"11528",47,16,24,35,"11/22/13","0:50","Fri"
"11529",67,25,34,55,"11/22/13","0:55","Fri"
"11530",76,10,39,52,"11/22/13","1:00","Fri"
"11531",48,14,24,36,"11/22/13","1:05","Fri"
"11532",89,26,45,72,"11/22/13","1:10","Fri"
"11533",50,14,26,43,"11/22/13","1:15","Fri"
"11534",24,11,12,24,"11/22/13","1:20","Fri"
"11535",48,26,24,36,"11/22/13","1:25","Fri"
"11536",12,5,6,12,"11/22/13","1:30","Fri"
"11537",12,5,6,12,"11/22/13","1:35","Fri"
"11538",0,0,0,0,"11/22/13","1:40","Fri"
"11539",48,16,25,48,"11/22/13","1:45","Fri"
"11540",36,9,18,24,"11/22/13","1:50","Fri"
"11541",48,16,24,36,"11/22/13","1:55","Fri"
"11542",36,16,18,36,"11/22/13","2:00","Fri"
"11543",132,24,66,96,"11/22/13","2:05","Fri"
"11544",28,7,14,28,"11/22/13","2:10","Fri"
"11545",28,11,14,24,"11/22/13","2:15","Fri"
"11546",63,25,32,43,"11/22/13","2:20","Fri"
"11547",32,12,17,28,"11/22/13","2:25","Fri"
"11548",39,9,20,31,"11/22/13","2:30","Fri"
"11549",16,7,8,16,"11/22/13","2:35","Fri"
"11550",24,11,12,24,"11/22/13","2:40","Fri"
"11551",55,25,28,55,"11/22/13","2:45","Fri"
"11552",28,12,14,28,"11/22/13","2:50","Fri"
"11553",19,9,10,19,"11/22/13","2:55","Fri"
"11554",24,11,12,24,"11/22/13","3:00","Fri"
"11555",36,16,18,36,"11/22/13","3:05","Fri"
"11556",32,11,17,28,"11/22/13","3:10","Fri"
"11557",24,3,12,12,"11/22/13","3:15","Fri"
"11558",15,3,8,7,"11/22/13","3:20","Fri"
"11559",12,5,6,12,"11/22/13","3:25","Fri"
"11560",32,12,17,28,"11/22/13","3:30","Fri"
"11561",51,20,26,43,"11/22/13","3:35","Fri"
"11562",24,11,12,24,"11/22/13","3:40","Fri"
"11563",0,0,0,0,"11/22/13","3:45","Fri"
"11564",16,4,8,16,"11/22/13","3:50","Fri"
"11565",14,7,8,14,"11/22/13","3:55","Fri"
"11566",5,2,3,5,"11/22/13","4:00","Fri"
"11567",0,0,0,0,"11/22/13","4:05","Fri"
"11568",0,0,0,0,"11/22/13","4:10","Fri"
"11569",12,5,6,12,"11/22/13","4:15","Fri"
"11570",12,5,6,12,"11/22/13","4:20","Fri"
"11571",28,8,14,28,"11/22/13","4:25","Fri"
"11572",16,5,8,12,"11/22/13","4:30","Fri"
"11573",39,9,20,19,"11/22/13","4:35","Fri"
"11574",28,8,14,28,"11/22/13","4:40","Fri"
"11575",19,9,10,19,"11/22/13","4:45","Fri"
"11576",48,11,24,36,"11/22/13","4:50","Fri"
"11577",0,0,0,0,"11/22/13","4:55","Fri"
"11578",24,7,12,24,"11/22/13","5:00","Fri"
"11579",28,4,14,28,"11/22/13","5:05","Fri"
"11580",67,13,34,55,"11/22/13","5:10","Fri"
"11581",24,8,12,24,"11/22/13","5:15","Fri"
"11582",64,12,32,52,"11/22/13","5:20","Fri"
"11583",56,10,29,40,"11/22/13","5:25","Fri"
"11584",71,14,36,63,"11/22/13","5:30","Fri"
"11585",52,15,26,40,"11/22/13","5:35","Fri"
"11586",67,16,34,55,"11/22/13","5:40","Fri"
"11587",116,20,59,76,"11/22/13","5:45","Fri"
"11588",51,9,26,31,"11/22/13","5:50","Fri"
"11589",60,8,30,48,"11/22/13","5:55","Fri"
"11590",112,16,57,64,"11/22/13","6:00","Fri"
"11591",67,14,34,43,"11/22/13","6:05","Fri"
"11592",76,11,38,52,"11/22/13","6:10","Fri"
"11593",188,14,95,136,"11/22/13","6:15","Fri"
"11594",263,14,132,183,"11/22/13","6:20","Fri"
"11595",216,9,109,126,"11/22/13","6:25","Fri"
"11596",99,10,51,56,"11/22/13","6:30","Fri"
"11597",177,17,90,102,"11/22/13","6:35","Fri"
"11598",286,22,144,178,"11/22/13","6:40","Fri"
"11599",290,20,146,193,"11/22/13","6:45","Fri"
"11600",307,15,155,192,"11/22/13","6:50","Fri"
"11601",290,10,146,189,"11/22/13","6:55","Fri"
"11602",369,17,186,238,"11/22/13","7:00","Fri"
"11603",269,20,136,177,"11/22/13","7:05","Fri"
"11604",200,32,102,217,"11/22/13","7:10","Fri"
"11605",253,15,128,194,"11/22/13","7:15","Fri"
"11606",327,20,165,201,"11/22/13","7:20","Fri"
"11607",273,25,138,191,"11/22/13","7:25","Fri"
"11608",249,24,126,158,"11/22/13","7:30","Fri"
"11609",321,26,162,213,"11/22/13","7:35","Fri"
"11610",216,19,109,137,"11/22/13","7:40","Fri"
"11611",218,26,110,129,"11/22/13","7:45","Fri"
"11612",355,27,179,236,"11/22/13","7:50","Fri"
"11613",237,21,120,165,"11/22/13","7:55","Fri"
"11614",188,20,95,128,"11/22/13","8:00","Fri"
"11615",284,25,143,188,"11/22/13","8:05","Fri"
"11616",219,32,111,143,"11/22/13","8:10","Fri"
"11617",245,25,124,168,"11/22/13","8:15","Fri"
"11618",179,27,91,117,"11/22/13","8:20","Fri"
"11619",241,26,122,155,"11/22/13","8:25","Fri"
"11620",279,20,141,197,"11/22/13","8:30","Fri"
"11621",238,26,120,141,"11/22/13","8:35","Fri"
"11622",211,27,107,128,"11/22/13","8:40","Fri"
"11623",250,24,126,157,"11/22/13","8:45","Fri"
"11624",237,23,120,138,"11/22/13","8:50","Fri"
"11625",255,25,129,147,"11/22/13","8:55","Fri"
"11626",260,22,131,179,"11/22/13","9:00","Fri"
"11627",227,19,115,152,"11/22/13","9:05","Fri"
"11628",262,27,132,155,"11/22/13","9:10","Fri"
"11629",327,23,166,278,"11/22/13","9:15","Fri"
"11630",297,27,150,205,"11/22/13","9:20","Fri"
"11631",352,29,177,248,"11/22/13","9:25","Fri"
"11632",384,15,193,271,"11/22/13","9:30","Fri"
"11633",356,22,179,260,"11/22/13","9:35","Fri"
"11634",254,26,129,167,"11/22/13","9:40","Fri"
"11635",261,26,132,189,"11/22/13","9:45","Fri"
"11636",262,18,132,194,"11/22/13","9:50","Fri"
"11637",260,29,131,191,"11/22/13","9:55","Fri"
"11638",316,20,160,236,"11/22/13","10:00","Fri"
"11639",336,28,170,244,"11/22/13","10:05","Fri"
"11640",241,24,122,182,"11/22/13","10:10","Fri"
"11641",7,0,6,7,"11/22/13","10:15","Fri"
"11642",242,7,123,169,"11/22/13","10:20","Fri"
"11643",282,25,142,202,"11/22/13","10:25","Fri"
"11644",320,26,161,220,"11/22/13","10:30","Fri"
"11645",307,26,155,223,"11/22/13","10:35","Fri"
"11646",344,27,173,224,"11/22/13","10:40","Fri"
"11647",375,22,189,288,"11/22/13","10:45","Fri"
"11648",371,15,187,291,"11/22/13","10:50","Fri"
"11649",217,24,110,148,"11/22/13","10:55","Fri"
"11650",312,19,158,244,"11/22/13","11:00","Fri"
"11651",240,23,121,171,"11/22/13","11:05","Fri"
"11652",347,25,175,239,"11/22/13","11:10","Fri"
"11653",352,23,178,240,"11/22/13","11:15","Fri"
"11654",270,29,137,179,"11/22/13","11:20","Fri"
"11655",210,27,106,141,"11/22/13","11:25","Fri"
"11656",287,27,145,183,"11/22/13","11:30","Fri"
"11657",344,27,173,240,"11/22/13","11:35","Fri"
"11658",306,28,155,222,"11/22/13","11:40","Fri"
"11659",395,23,199,298,"11/22/13","11:45","Fri"
"11660",296,24,150,201,"11/22/13","11:50","Fri"
"11661",335,23,169,243,"11/22/13","11:55","Fri"
"11662",385,25,194,272,"11/22/13","12:00","Fri"
"11663",371,24,187,276,"11/22/13","12:05","Fri"
"11664",420,25,212,324,"11/22/13","12:10","Fri"
"11665",402,24,202,306,"11/22/13","12:15","Fri"
"11666",403,23,203,319,"11/22/13","12:20","Fri"
"11667",449,19,226,341,"11/22/13","12:25","Fri"
"11668",392,20,198,296,"11/22/13","12:30","Fri"
"11669",405,17,204,309,"11/22/13","12:35","Fri"
"11670",364,32,183,268,"11/22/13","12:40","Fri"
"11671",305,25,154,205,"11/22/13","12:45","Fri"
"11672",344,23,173,264,"11/22/13","12:50","Fri"
"11673",253,26,128,185,"11/22/13","12:55","Fri"
"11674",402,24,202,301,"11/22/13","13:00","Fri"
"11675",439,22,221,343,"11/22/13","13:05","Fri"
"11676",361,24,182,262,"11/22/13","13:10","Fri"
"11677",250,30,126,177,"11/22/13","13:15","Fri"
"11678",483,26,243,366,"11/22/13","13:20","Fri"
"11679",325,24,164,233,"11/22/13","13:25","Fri"
"11680",384,26,194,271,"11/22/13","13:30","Fri"
"11681",273,27,138,189,"11/22/13","13:35","Fri"
"11682",481,22,242,366,"11/22/13","13:40","Fri"
"11683",408,15,206,307,"11/22/13","13:45","Fri"
"11684",330,22,167,223,"11/22/13","13:50","Fri"
"11685",316,21,160,231,"11/22/13","13:55","Fri"
"11686",451,17,227,368,"11/22/13","14:00","Fri"
"11687",480,16,242,372,"11/22/13","14:05","Fri"
"11688",422,20,213,307,"11/22/13","14:10","Fri"
"11689",383,11,193,270,"11/22/13","14:15","Fri"
"11690",381,23,192,261,"11/22/13","14:20","Fri"
"11691",400,24,202,305,"11/22/13","14:25","Fri"
"11692",502,23,253,393,"11/22/13","14:30","Fri"
"11693",405,16,204,297,"11/22/13","14:35","Fri"
"11694",428,19,216,308,"11/22/13","14:40","Fri"
"11695",482,24,243,363,"11/22/13","14:45","Fri"
"11696",503,14,253,371,"11/22/13","14:50","Fri"
"11697",380,22,192,272,"11/22/13","14:55","Fri"
"11698",428,22,216,320,"11/22/13","15:00","Fri"
"11699",548,19,276,428,"11/22/13","15:05","Fri"
"11700",510,11,257,379,"11/22/13","15:10","Fri"
"11701",371,16,187,283,"11/22/13","15:15","Fri"
"11702",509,23,256,381,"11/22/13","15:20","Fri"
"11703",463,20,233,355,"11/22/13","15:25","Fri"
"11704",452,14,228,320,"11/22/13","15:30","Fri"
"11705",596,19,300,464,"11/22/13","15:35","Fri"
"11706",542,18,273,427,"11/22/13","15:40","Fri"
"11707",492,23,248,368,"11/22/13","15:45","Fri"
"11708",461,19,232,353,"11/22/13","15:50","Fri"
"11709",229,12,116,153,"11/22/13","15:55","Fri"
"11710",463,23,233,315,"11/22/13","16:00","Fri"
"11711",403,23,203,255,"11/22/13","16:05","Fri"
"11712",570,15,287,417,"11/22/13","16:10","Fri"
"11713",603,16,303,439,"11/22/13","16:15","Fri"
"11714",451,18,227,314,"11/22/13","16:20","Fri"
"11715",634,12,318,470,"11/22/13","16:25","Fri"
"11716",583,15,293,423,"11/22/13","16:30","Fri"
"11717",641,18,322,477,"11/22/13","16:35","Fri"
"11718",576,15,290,428,"11/22/13","16:40","Fri"
"11719",687,18,345,512,"11/22/13","16:45","Fri"
"11720",476,14,239,328,"11/22/13","16:50","Fri"
"11721",628,12,316,464,"11/22/13","16:55","Fri"
"11722",532,15,267,376,"11/22/13","17:00","Fri"
"11723",560,13,282,404,"11/22/13","17:05","Fri"
"11724",630,12,316,469,"11/22/13","17:10","Fri"
"11725",603,12,303,440,"11/22/13","17:15","Fri"
"11726",604,10,303,448,"11/22/13","17:20","Fri"
"11727",672,17,337,504,"11/22/13","17:25","Fri"
"11728",580,12,292,408,"11/22/13","17:30","Fri"
"11729",598,28,300,438,"11/22/13","17:35","Fri"
"11730",525,15,264,370,"11/22/13","17:40","Fri"
"11731",454,22,228,340,"11/22/13","17:45","Fri"
"11732",370,19,187,266,"11/22/13","17:50","Fri"
"11733",547,24,275,415,"11/22/13","17:55","Fri"
"11734",472,25,238,352,"11/22/13","18:00","Fri"
"11735",407,27,205,299,"11/22/13","18:05","Fri"
"11736",487,23,245,355,"11/22/13","18:10","Fri"
"11737",468,26,235,344,"11/22/13","18:15","Fri"
"11738",304,28,153,212,"11/22/13","18:20","Fri"
"11739",346,27,175,254,"11/22/13","18:25","Fri"
"11740",304,23,153,192,"11/22/13","18:30","Fri"
"11741",331,25,167,236,"11/22/13","18:35","Fri"
"11742",308,24,155,212,"11/22/13","18:40","Fri"
"11743",408,29,206,299,"11/22/13","18:45","Fri"
"11744",291,22,147,220,"11/22/13","18:50","Fri"
"11745",216,26,109,136,"11/22/13","18:55","Fri"
"11746",277,27,140,185,"11/22/13","19:00","Fri"
"11747",286,29,144,182,"11/22/13","19:05","Fri"
"11748",254,27,128,174,"11/22/13","19:10","Fri"
"11749",317,23,160,238,"11/22/13","19:15","Fri"
"11750",255,27,129,175,"11/22/13","19:20","Fri"
"11751",203,25,103,135,"11/22/13","19:25","Fri"
"11752",326,31,165,243,"11/22/13","19:30","Fri"
"11753",93,31,48,64,"11/22/13","19:35","Fri"
"11754",276,26,139,203,"11/22/13","19:40","Fri"
"11755",230,33,117,167,"11/22/13","19:45","Fri"
"11756",250,27,126,182,"11/22/13","19:50","Fri"
"11757",219,29,110,118,"11/22/13","19:55","Fri"
"11758",246,37,123,156,"11/22/13","20:00","Fri"
"11759",232,30,117,160,"11/22/13","20:05","Fri"
"11760",187,28,94,127,"11/22/13","20:10","Fri"
"11761",210,26,106,141,"11/22/13","20:15","Fri"
"11762",246,25,124,167,"11/22/13","20:20","Fri"
"11763",243,35,122,163,"11/22/13","20:25","Fri"
"11764",211,27,106,139,"11/22/13","20:30","Fri"
"11765",213,21,107,156,"11/22/13","20:35","Fri"
