Year,Direction,Speed,Temperature,SeaLevelPressure
2.01311E+11,280,16,28,1028.1
2.01311E+11,310,25,31,1028.1
2.01311E+11,310,22,30,1028.8
2.01311E+11,270,16,29,1029.1
2.01311E+11,330,22,30,1029.5
2.01311E+11,330,22,29,1029.5
2.01311E+11,310,20,28,1029.8
2.01311E+11,330,23,28,1030.1
2.01311E+11,310,20,28,1030.1
2.01311E+11,330,17,28,1030.1
2.01311E+11,240,8,25,1030.5
2.01311E+11,230,8,24,1030.5
2.01311E+11,230,9,25,1030.5
2.01311E+11,230,9,25,1030.8
2.01311E+11,230,10,28,1031.2
2.01311E+11,240,10,30,1030.5
2.01311E+11,220,10,31,1030.1
2.01311E+11,270,15,35,1028.8
2.01311E+11,250,11,35,1027.8
2.01311E+11,240,14,37,1027.1
2.01311E+11,230,20,38,1025.4
2.01311E+11,230,17,39,1025.4
2.01311E+11,230,11,39,1024.4
2.01311E+11,230,14,38,1024
2.01311E+11,230,15,37,1023.7
2.01311E+11,220,15,36,1023
2.01311E+11,220,18,36,1021.3
2.01311E+11,220,17,37,1020.7
2.01311E+11,230,18,37,1019.6
2.01311E+11,230,20,37,1019
2.01311E+11,220,17,37,1018.6
2.01311E+11,230,17,37,1018.3
2.01311E+11,250,15,38,1019
2.01311E+11,250,15,38,1019
2.01311E+11,240,15,38,1019.3
2.01311E+11,230,16,38,1019.3
2.01311E+11,230,16,38,1019.6
2.01311E+11,240,14,38,1020
2.01311E+11,240,10,39,1020.3
2.01311E+11,230,15,40,1020
2.01311E+11,240,18,41,1020
2.01311E+11,220,21,43,1019
2.01311E+11,220,18,46,1018.3
2.01311E+11,240,11,48,1017.9
2.01311E+11,230,14,50,1017.6
2.01311E+11,240,11,51,1017.3
2.01311E+11,230,10,51,1016.9
2.01311E+11,230,9,50,1016.9
2.01311E+11,220,9,48,1017.3
2.01311E+11,200,9,47,1016.6
2.01311E+11,210,9,46,1016.9
2.01311E+11,210,9,45,1017.3
2.01311E+11,210,8,45,1017.6
2.01311E+11,200,3,44,1017.9
2.01311E+11,170,3,44,1018.3
2.01311E+11,180,7,44,1018.3
2.01311E+11,190,9,44,1018.6
2.01311E+11,180,8,44,1018.6
2.01311E+11,170,10,44,1019
2.01311E+11,190,10,44,1019
2.01311E+11,180,8,43,1019.6
2.01311E+11,170,10,44,1020.3
2.01311E+11,180,9,44,1020.3
2.01311E+11,170,11,45,1020
2.01311E+11,220,10,48,1020
2.01311E+11,200,11,49,1019.6
2.01311E+11,170,8,51,1019
2.01311E+11,180,8,52,1019
2.01311E+11,190,5,52,1019
2.01311E+11,170,5,53,1019
2.01311E+11,***,0,51,1019
2.01311E+11,***,0,49,1019.3
2.01311E+11,240,3,48,1019.3
2.01311E+11,220,3,46,1019.6
2.01311E+11,200,3,43,1020.3
2.01311E+11,220,2,44,1020.3
2.01311E+11,200,5,47,1020.3
2.01311E+11,200,5,49,1020.7
2.01311E+11,200,6,48,1021
2.01311E+11,180,5,47,1021.7
2.01311E+11,200,5,48,1022.4
2.01311E+11,190,6,48,1022.4
2.01311E+11,190,7,48,1022.4
2.01311E+11,190,6,47,1022.4
2.01311E+11,190,7,46,1023
2.01311E+11,200,7,46,1024
2.01311E+11,190,7,47,1024.4
2.01311E+11,180,9,50,1025.1
2.01311E+11,200,6,53,1025.1
2.01311E+11,150,5,54,1024.4
2.01311E+11,190,6,56,1023
2.01311E+11,150,6,57,1022.7
2.01311E+11,70,11,49,1022.4
2.01311E+11,70,10,49,1022
2.01311E+11,110,6,47,1021
2.01311E+11,110,7,51,1020.7
2.01311E+11,120,9,54,1020.7
2.01311E+11,130,13,54,1019.6
2.01311E+11,130,11,53,1019.6
2.01311E+11,140,9,53,1019
2.01311E+11,150,10,54,1018.6
2.01311E+11,150,10,53,1017.9
2.01311E+11,150,14,53,1017.3
2.01311E+11,150,13,53,1016.9
2.01311E+11,150,13,53,1016.3
2.01311E+11,150,18,55,1015.6
2.01311E+11,150,16,54,1014.2
2.01311E+11,150,16,54,1013.9
2.01311E+11,180,8,55,1014.6
2.01311E+11,150,9,53,1014.2
2.01311E+11,160,11,54,1013.5
2.01311E+11,150,13,55,1012.9
2.01311E+11,140,15,56,1012.2
2.01311E+11,160,15,58,1010.8
2.01311E+11,160,10,60,1010.5
2.01311E+11,160,15,61,1009.5
2.01311E+11,170,15,62,1008.5
2.01311E+11,150,15,62,1006.8
2.01311E+11,140,15,61,1005.8
2.01311E+11,150,20,61,1004.4
2.01311E+11,140,18,60,1003
2.01311E+11,140,18,60,1001.7
2.01311E+11,120,16,59,998.6
2.01311E+11,130,20,60,996.3
2.01311E+11,150,24,62,995.6
2.01311E+11,220,16,55,997
2.01311E+11,170,15,55,995.9
2.01311E+11,250,37,56,996.3
2.01311E+11,240,29,55,997.3
2.01311E+11,250,34,54,998
2.01311E+11,250,21,52,999.7
2.01311E+11,250,26,51,1000
2.01311E+11,250,23,51,1000.7
2.01311E+11,260,22,50,1001.4
2.01311E+11,260,16,50,1002.4
2.01311E+11,260,24,51,1002.4
2.01311E+11,260,26,50,1002
2.01311E+11,250,25,50,1002
2.01311E+11,240,29,50,1002
2.01311E+11,260,28,49,1003.4
2.01311E+11,250,25,49,1004.4
2.01311E+11,290,20,47,1005.1
2.01311E+11,300,24,44,1006.1
2.01311E+11,260,21,43,1007.8
2.01311E+11,270,28,42,1008.8
2.01311E+11,280,20,41,1009.8
2.01311E+11,260,21,40,1010.5
2.01311E+11,260,18,38,1011.5
2.01311E+11,250,20,39,1011.5
2.01311E+11,270,18,39,1012.5
2.01311E+11,270,22,39,1012.5
2.01311E+11,280,26,39,1013.9
2.01311E+11,270,17,39,1014.9
2.01311E+11,280,20,39,1016.3
2.01311E+11,300,22,39,1016.9
2.01311E+11,290,18,39,1017.9
2.01311E+11,300,22,39,1019.3
2.01311E+11,320,24,38,1020.3
2.01311E+11,310,22,37,1021.7
2.01311E+11,300,23,37,1022.7
2.01311E+11,300,23,37,1023
2.01311E+11,300,25,37,1023.7
2.01311E+11,290,24,37,1024.4
2.01311E+11,290,22,37,1025.1
2.01311E+11,290,20,37,1025.4
2.01311E+11,290,17,36,1026.8
2.01311E+11,270,13,36,1027.4
2.01311E+11,260,10,35,1028.1
2.01311E+11,270,9,35,1029.1
2.01311E+11,310,15,36,1029.5
2.01311E+11,340,11,35,1030.1
2.01311E+11,330,9,35,1031.2
2.01311E+11,360,13,35,1031.5
2.01311E+11,40,10,35,1032.2
2.01311E+11,10,9,34,1032.2
2.01311E+11,20,11,34,1032.8
2.01311E+11,20,8,34,1033.5
2.01311E+11,30,10,34,1033.9
2.01311E+11,110,13,32,1034.5
2.01311E+11,140,11,30,1034.9
2.01311E+11,140,13,28,1035.6
2.01311E+11,140,9,28,1036.6
2.01311E+11,140,10,29,1037.3
2.01311E+11,130,9,31,1037.3
2.01311E+11,120,6,32,1037.3
2.01311E+11,80,7,33,1036.9
2.01311E+11,20,8,34,1035.9
2.01311E+11,30,9,34,1035.6
2.01311E+11,30,13,36,1034.9
2.01311E+11,60,15,38,1033.9
2.01311E+11,90,15,37,1034.2
2.01311E+11,90,17,37,1034.2
2.01311E+11,80,21,36,1033.5
2.01311E+11,100,13,35,1034.2
2.01311E+11,100,14,34,1033.5
2.01311E+11,140,5,34,1033.5
2.01311E+11,130,20,35,1033.2
2.01311E+11,120,14,35,1032.2
2.01311E+11,130,15,36,1031.8
2.01311E+11,140,13,35,1031.8
2.01311E+11,140,13,35,1031.5
2.01311E+11,140,10,35,1031.5
2.01311E+11,160,14,37,1031.2
2.01311E+11,160,8,37,1030.8
2.01311E+11,140,10,37,1031.2
2.01311E+11,170,9,38,1031.5
2.01311E+11,170,13,40,1031.2
2.01311E+11,170,9,41,1030.8
2.01311E+11,170,15,42,1030.8
2.01311E+11,180,8,44,1029.8
2.01311E+11,170,8,45,1029.8
2.01311E+11,170,9,46,1029.1
2.01311E+11,170,10,46,1029.1
2.01311E+11,180,8,46,1029.1
2.01311E+11,160,10,44,1028.8
2.01311E+11,150,8,44,1028.8
2.01311E+11,150,9,44,1028.1
2.01311E+11,170,9,44,1027.8
2.01311E+11,160,10,43,1027.8
2.01311E+11,170,9,43,1026.4
2.01311E+11,170,9,43,1025.7
2.01311E+11,160,8,41,1024.4
2.01311E+11,180,3,42,1024
2.01311E+11,140,2,42,1023.4
2.01311E+11,150,5,41,1023
2.01311E+11,150,3,42,1022
2.01311E+11,160,6,42,1021.3
2.01311E+11,180,7,42,1021.3
2.01311E+11,180,6,43,1020.7
2.01311E+11,190,7,44,1020.3
2.01311E+11,180,7,45,1019.6
2.01311E+11,210,7,46,1019.3
2.01311E+11,240,6,47,1018.6
2.01311E+11,220,5,47,1017.6
2.01311E+11,320,8,45,1016.9
2.01311E+11,300,7,44,1016.3
2.01311E+11,310,6,44,1016.3
2.01311E+11,270,11,46,1016.3
2.01311E+11,230,9,46,1016.6
2.01311E+11,270,21,44,1016.9
2.01311E+11,270,23,43,1018.3
2.01311E+11,270,26,40,1019.3
2.01311E+11,270,25,37,1020.3
2.01311E+11,280,21,36,1021
2.01311E+11,280,18,34,1021.7
2.01311E+11,260,16,33,1022.7
2.01311E+11,260,14,33,1023
2.01311E+11,250,14,33,1023.4
2.01311E+11,250,10,32,1022.7
2.01311E+11,240,9,31,1022
2.01311E+11,250,9,32,1021.7
2.01311E+11,230,11,32,1022
2.01311E+11,220,11,32,1021.3
2.01311E+11,240,8,33,1020
2.01311E+11,220,13,34,1019.3
2.01311E+11,240,24,35,1017.9
2.01311E+11,240,16,33,1016.6
2.01311E+11,240,16,31,1016.6
2.01311E+11,280,26,30,1016.3
2.01311E+11,250,21,30,1016.6
2.01311E+11,280,23,32,1016.9
2.01311E+11,270,29,29,1017.9
2.01311E+11,270,20,29,1018.6
2.01311E+11,270,24,24,1019.3
2.01311E+11,300,36,26,1019.6
2.01311E+11,280,34,25,1020
2.01311E+11,280,32,23,1020.7
2.01311E+11,280,24,21,1021.7
2.01311E+11,280,26,22,1021.7
2.01311E+11,270,24,20,1022.7
2.01311E+11,300,31,21,1022.7
2.01311E+11,300,28,21,1023.4
2.01311E+11,300,25,20,1024
2.01311E+11,310,28,22,1024
2.01311E+11,270,23,21,1025.1
2.01311E+11,300,33,22,1025.4
2.01311E+11,300,23,22,1026.4
2.01311E+11,280,21,21,1028.1
2.01311E+11,270,17,22,1029.1
2.01311E+11,270,20,22,1028.8
2.01311E+11,270,17,23,1028.8
2.01311E+11,270,16,24,1028.4
2.01311E+11,270,20,23,1028.8
2.01311E+11,280,18,23,1028.8
2.01311E+11,290,24,23,1028.8
2.01311E+11,280,20,24,1029.1
2.01311E+11,260,20,24,1029.5
2.01311E+11,270,20,25,1029.5
2.01311E+11,270,24,25,1029.1
2.01311E+11,270,22,25,1029.8
2.01311E+11,260,13,25,1029.8
2.01311E+11,270,15,25,1029.5
2.01311E+11,250,11,25,1029.1
2.01311E+11,210,11,23,1028.8
2.01311E+11,220,11,22,1029.8
2.01311E+11,230,10,23,1029.5
2.01311E+11,210,10,22,1029.5
2.01311E+11,200,9,22,1029.8
2.01311E+11,190,11,22,1029.5
2.01311E+11,180,10,22,1029.1
2.01311E+11,170,9,23,1028.1
2.01311E+11,170,10,24,1028.1
2.01311E+11,160,13,26,1027.4
2.01311E+11,200,11,28,1026.4
2.01311E+11,210,18,33,1025.1
2.01311E+11,190,14,33,1024
2.01311E+11,190,9,33,1022.7
2.01311E+11,160,10,34,1021.7
2.01311E+11,170,11,35,1021.3
2.01311E+11,170,9,35,1021.3
2.01311E+11,180,9,36,1021.3
2.01311E+11,180,10,36,1020.7
2.01311E+11,180,11,36,1020.3
2.01311E+11,180,9,36,1020.3
2.01311E+11,230,24,36,1020.7
2.01311E+11,240,11,35,1021
2.01311E+11,230,21,35,1021
2.01311E+11,210,17,34,1020.7
2.01311E+11,220,14,35,1020.7
2.01311E+11,210,10,35,1020.7
2.01311E+11,210,9,35,1020.7
2.01311E+11,210,7,35,1020.7
2.01311E+11,220,7,35,1021
2.01311E+11,180,8,35,1021.7
2.01311E+11,200,7,35,1021.7
2.01311E+11,170,8,36,1021.7
2.01311E+11,170,10,36,1021.3
2.01311E+11,170,10,37,1021.7
2.01311E+11,170,10,37,1021
2.01311E+11,170,10,38,1020
2.01311E+11,140,5,37,1019.6
2.01311E+11,130,7,35,1019
2.01311E+11,130,8,34,1017.9
2.01311E+11,130,8,34,1017.3
2.01311E+11,130,8,33,1017.3
2.01311E+11,130,7,34,1015.9
2.01311E+11,130,6,33,1015.6
2.01311E+11,100,3,33,1013.5
2.01311E+11,***,0,33,1012.5
2.01311E+11,***,0,32,1012.5
2.01311E+11,***,0,32,1008.8
2.01311E+11,***,0,33,1007.8
2.01311E+11,300,16,36,1004.7
2.01311E+11,290,18,36,1005.4
2.01311E+11,290,20,37,1005.1
2.01311E+11,280,21,36,1005.1
2.01311E+11,250,11,36,1005.4
2.01311E+11,260,11,36,1005.4
2.01311E+11,260,18,36,1003.7
2.01311E+11,270,18,34,1003.4
2.01311E+11,270,18,33,1004.7
2.01311E+11,270,21,33,1004.4
2.01311E+11,260,22,33,1005.8
2.01311E+11,260,20,32,1006.4
2.01311E+11,270,22,31,1007.1
2.01311E+11,270,20,29,1008.1
2.01311E+11,300,32,28,1008.5
2.01311E+11,290,28,26,1009.8
2.01311E+11,280,22,26,1010.8
2.01311E+11,280,26,25,1011.2
2.01311E+11,280,24,26,1012.5
2.01311E+11,280,24,25,1014.2
2.01311E+11,280,22,24,1015.6
2.01311E+11,280,25,24,1017.3
2.01311E+11,290,26,25,1017.9
2.01311E+11,300,22,24,1020
2.01311E+11,290,16,24,1021.7
2.01311E+11,240,10,22,1023.4
2.01311E+11,230,9,22,1024.4
2.01311E+11,230,9,22,1025.1
2.01311E+11,260,9,25,1026.4
2.01311E+11,240,13,25,1026.8
2.01311E+11,250,10,26,1026.8
2.01311E+11,230,11,27,1026.4
2.01311E+11,250,13,28,1026.4
2.01311E+11,260,9,28,1026.8
2.01311E+11,250,9,28,1027.1
2.01311E+11,220,8,28,1027.8
2.01311E+11,220,7,28,1028.8
2.01311E+11,230,5,27,1029.5
2.01311E+11,210,5,26,1029.8
2.01311E+11,210,6,25,1030.1
2.01311E+11,230,6,25,1030.5
2.01311E+11,260,3,25,1031.2
2.01311E+11,250,5,24,1031.5
2.01311E+11,240,5,24,1031.5
2.01311E+11,250,5,24,1032.2
2.01311E+11,250,5,24,1032.2
2.01311E+11,20,15,26,1032.5
2.01311E+11,360,8,27,1033.5
2.01311E+11,340,13,27,1034.2
2.01311E+11,350,14,27,1035.2
2.01311E+11,360,11,27,1036.2
2.01311E+11,330,13,27,1037.6
2.01311E+11,330,13,27,1037.9
2.01311E+11,330,11,27,1038.9
2.01311E+11,320,13,27,1038.9
2.01311E+11,320,13,26,1039.3
2.01311E+11,310,9,26,1039.3
2.01311E+11,300,7,27,1039.6
2.01311E+11,310,7,27,1040.3
2.01311E+11,290,6,27,1040.6
2.01311E+11,210,6,25,1041.3
2.01311E+11,220,7,24,1041.3
2.01311E+11,220,7,22,1042
2.01311E+11,220,7,22,1041.7
2.01311E+11,210,6,22,1041.7
2.01311E+11,210,8,21,1041.7
2.01311E+11,210,9,20,1041.7
2.01311E+11,200,9,19,1041
2.01311E+11,200,9,18,1041
2.01311E+11,200,8,18,1041
2.01311E+11,190,7,18,1040
2.01311E+11,160,3,18,1040
2.01311E+11,130,7,17,1039.6
2.01311E+11,120,6,17,1038.6
2.01311E+11,150,11,18,1037.6
2.01311E+11,160,10,20,1037.6
2.01311E+11,130,10,22,1036.2
2.01311E+11,130,16,27,1033.9
2.01311E+11,130,16,29,1031.8
2.01311E+11,120,14,29,1030.8
2.01311E+11,150,13,32,1030.1
2.01311E+11,140,10,33,1028.8
2.01311E+11,140,10,33,1027.4
2.01311E+11,130,11,33,1026.1
2.01311E+11,140,10,33,1025.7
2.01312E+11,150,10,33,1025.1
2.01312E+11,160,11,34,1025.1
2.01312E+11,160,14,33,1024.4
2.01312E+11,160,9,33,1024
2.01312E+11,170,10,33,1023.7
2.01312E+11,170,15,33,1023
2.01312E+11,170,8,33,1023
2.01312E+11,160,7,33,1022.4
2.01312E+11,170,10,34,1022
2.01312E+11,170,10,35,1021
2.01312E+11,170,14,35,1020.3
2.01312E+11,180,13,36,1020.3
2.01312E+11,180,13,36,1020
2.01312E+11,180,13,36,1020
2.01312E+11,190,13,36,1020
2.01312E+11,180,11,37,1019.3
2.01312E+11,180,10,38,1019
2.01312E+11,170,10,39,1018.3
2.01312E+11,170,6,40,1017.6
2.01312E+11,180,7,40,1017.6
2.01312E+11,180,5,38,1017.6
2.01312E+11,150,5,37,1017.3
2.01312E+11,140,6,37,1016.9
2.01312E+11,150,7,37,1016.9
2.01312E+11,150,6,37,1017.3
2.01312E+11,140,5,37,1016.9
2.01312E+11,140,6,36,1016.6
2.01312E+11,170,6,37,1016.3
2.01312E+11,170,8,37,1015.9
2.01312E+11,180,6,38,1015.6
2.01312E+11,180,6,38,1014.9
2.01312E+11,180,6,38,1014.9
2.01312E+11,170,8,39,1014.9
2.01312E+11,180,5,38,1014.2
2.01312E+11,170,5,38,1013.9
2.01312E+11,170,6,38,1013.9
2.01312E+11,180,6,38,1013.5
2.01312E+11,170,5,38,1013.9
2.01312E+11,180,3,38,1013.9
2.01312E+11,180,5,39,1013.9
2.01312E+11,***,0,40,1013.5
2.01312E+11,180,6,40,1013.2
2.01312E+11,190,2,40,1012.5
2.01312E+11,***,0,40,1012.2
2.01312E+11,300,5,40,1012.2
2.01312E+11,260,5,38,1012.5
2.01312E+11,240,5,38,1012.9
2.01312E+11,240,3,38,1013.2
2.01312E+11,240,5,37,1013.5
2.01312E+11,240,6,37,1013.5
2.01312E+11,240,7,37,1013.9
2.01312E+11,240,8,36,1013.9
2.01312E+11,240,8,36,1013.5
2.01312E+11,220,7,35,1013.9
2.01312E+11,220,6,34,1013.9
2.01312E+11,210,6,34,1014.2
2.01312E+11,190,7,33,1014.6
2.01312E+11,200,7,32,1014.6
2.01312E+11,210,6,32,1014.6
2.01312E+11,270,6,32,1014.9
2.01312E+11,210,6,32,1015.2
2.01312E+11,200,7,32,1015.2
2.01312E+11,210,5,33,1015.6
2.01312E+11,270,6,36,1016.3
2.01312E+11,310,6,37,1016.3
2.01312E+11,320,8,37,1015.6
2.01312E+11,350,7,38,1014.9
2.01312E+11,340,7,38,1015.2
2.01312E+11,340,6,38,1015.6
2.01312E+11,360,5,38,1015.9
2.01312E+11,10,5,38,1016.3
2.01312E+11,20,6,38,1016.9
2.01312E+11,40,5,38,1016.6
2.01312E+11,40,7,38,1016.9
2.01312E+11,160,3,34,1017.3
2.01312E+11,140,5,34,1016.9
2.01312E+11,160,1,35,1017.3
2.01312E+11,130,7,36,1017.3
2.01312E+11,130,9,35,1016.9
2.01312E+11,130,8,35,1017.3
2.01312E+11,120,9,36,1017.6
2.01312E+11,110,10,37,1017.3
2.01312E+11,110,7,36,1017.3
2.01312E+11,90,10,36,1017.3
2.01312E+11,90,11,35,1016.9
2.01312E+11,90,11,36,1017.6
2.01312E+11,90,11,36,1017.9
2.01312E+11,80,14,36,1017.6
2.01312E+11,100,7,38,1017.6
2.01312E+11,80,6,40,1016.6
2.01312E+11,70,7,41,1015.9
2.01312E+11,50,7,43,1015.6
2.01312E+11,50,11,43,1015.9
2.01312E+11,60,15,43,1015.9
2.01312E+11,60,15,43,1016.3
2.01312E+11,80,13,42,1015.9
2.01312E+11,60,9,42,1015.9
2.01312E+11,100,5,41,1015.6
2.01312E+11,120,3,40,1014.6
2.01312E+11,120,7,43,1014.2
2.01312E+11,120,14,45,1013.9
2.01312E+11,120,18,46,1012.9
2.01312E+11,130,18,46,1012.2
2.01312E+11,140,16,47,1010.8
2.01312E+11,150,17,49,1010.2
2.01312E+11,150,18,49,1009.1
2.01312E+11,160,16,51,1008.8
2.01312E+11,170,18,54,1008.8
2.01312E+11,180,16,56,1009.1
2.01312E+11,170,18,57,1009.1
2.01312E+11,160,15,58,1009.5
2.01312E+11,150,10,58,1009.1
2.01312E+11,170,10,60,1009.1
2.01312E+11,160,14,62,1008.5
2.01312E+11,180,15,63,1007.8
2.01312E+11,250,13,62,1008.1
2.01312E+11,240,14,60,1008.5
2.01312E+11,250,15,55,1009.8
2.01312E+11,250,15,53,1010.8
2.01312E+11,260,17,50,1011.9
2.01312E+11,270,16,48,1013.2
2.01312E+11,290,11,46,1014.2
2.01312E+11,290,9,45,1014.9
2.01312E+11,290,13,44,1016.3
2.01312E+11,290,14,43,1016.6
2.01312E+11,270,9,41,1017.3
2.01312E+11,290,14,37,1017.6
2.01312E+11,250,8,34,1018.3
2.01312E+11,240,9,34,1017.9
2.01312E+11,220,10,35,1018.3
2.01312E+11,240,9,35,1018.3
2.01312E+11,240,9,36,1019.6
2.01312E+11,240,8,36,1020.3
2.01312E+11,240,9,36,1021
2.01312E+11,260,7,36,1021.3
2.01312E+11,280,15,36,1022.4
2.01312E+11,300,13,36,1022.7
2.01312E+11,290,11,36,1022.4
2.01312E+11,300,13,36,1022
2.01312E+11,300,15,35,1022
2.01312E+11,300,14,35,1022
2.01312E+11,300,15,35,1022.4
2.01312E+11,280,10,35,1022.4
2.01312E+11,280,7,34,1023
2.01312E+11,260,10,34,1023.4
2.01312E+11,260,8,34,1023.7
2.01312E+11,260,9,34,1024
2.01312E+11,280,10,34,1024
2.01312E+11,280,8,33,1024.7
2.01312E+11,260,9,32,1025.1
2.01312E+11,250,10,31,1024.7
2.01312E+11,270,10,31,1025.4
2.01312E+11,270,9,31,1025.4
2.01312E+11,260,11,31,1025.7
2.01312E+11,250,11,31,1026.8
2.01312E+11,250,11,31,1027.1
2.01312E+11,250,7,31,1028.1
2.01312E+11,260,9,31,1028.4
2.01312E+11,270,13,30,1029.8
2.01312E+11,270,11,30,1030.1
2.01312E+11,260,17,31,1030.5
2.01312E+11,280,17,30,1030.5
2.01312E+11,290,11,29,1030.5
2.01312E+11,290,14,29,1030.8
2.01312E+11,260,15,29,1031.5
2.01312E+11,250,15,29,1031.8
2.01312E+11,260,15,28,1032.5
2.01312E+11,250,13,28,1032.8
2.01312E+11,240,11,28,1033.2
2.01312E+11,260,13,28,1033.9
2.01312E+11,260,15,28,1034.2
2.01312E+11,250,14,27,1034.9
2.01312E+11,250,11,27,1035.2
2.01312E+11,250,13,26,1035.6
2.01312E+11,250,13,26,1035.6
2.01312E+11,230,10,25,1035.6
2.01312E+11,230,11,25,1035.6
2.01312E+11,230,10,24,1035.9
2.01312E+11,230,10,24,1035.9
2.01312E+11,240,8,23,1035.9
2.01312E+11,230,8,23,1035.9
2.01312E+11,200,9,23,1035.9
2.01312E+11,210,9,24,1036.2
2.01312E+11,210,7,25,1035.9
2.01312E+11,200,9,26,1035.9
2.01312E+11,210,5,27,1034.9
2.01312E+11,150,8,28,1033.5
2.01312E+11,110,5,29,1033.2
2.01312E+11,110,9,29,1032.5
2.01312E+11,100,14,30,1032.2
2.01312E+11,130,10,30,1031.8
2.01312E+11,110,16,29,1031.2
2.01312E+11,100,16,29,1029.5
2.01312E+11,100,16,30,1029.1
2.01312E+11,110,15,30,1028.4
2.01312E+11,130,14,30,1027.1
2.01312E+11,120,18,28,1026.1
2.01312E+11,110,18,28,1024.7
2.01312E+11,110,21,28,1022
2.01312E+11,110,20,28,1021
2.01312E+11,120,20,29,1019
2.01312E+11,120,21,29,1016.6
2.01312E+11,120,15,30,1014.9
2.01312E+11,130,10,32,1013.9
2.01312E+11,130,9,32,1013.2
2.01312E+11,140,6,34,1012.9
2.01312E+11,170,15,38,1012.5
2.01312E+11,180,11,40,1012.5
2.01312E+11,170,14,40,1012.2
2.01312E+11,190,9,41,1011.5
2.01312E+11,230,14,40,1011.9
2.01312E+11,230,15,40,1011.9
2.01312E+11,250,14,37,1012.9
2.01312E+11,260,20,38,1012.9
2.01312E+11,260,18,37,1013.5
2.01312E+11,260,21,37,1014.6
2.01312E+11,250,18,37,1014.9
2.01312E+11,250,16,36,1015.6
2.01312E+11,260,16,36,1015.2
2.01312E+11,260,20,36,1015.2
2.01312E+11,280,16,34,1015.6
2.01312E+11,270,13,33,1015.6
2.01312E+11,260,11,32,1015.2
2.01312E+11,260,10,31,1014.9
2.01312E+11,260,14,31,1015.9
2.01312E+11,270,15,30,1016.3
2.01312E+11,260,14,28,1016.6
2.01312E+11,270,17,27,1015.9
2.01312E+11,260,14,26,1016.6
2.01312E+11,260,11,26,1016.3
2.01312E+11,260,11,26,1016.3
2.01312E+11,280,15,25,1016.3
2.01312E+11,280,18,24,1015.6
2.01312E+11,270,13,24,1014.9
2.01312E+11,270,14,24,1014.6
2.01312E+11,250,21,25,1014.2
2.01312E+11,250,21,26,1013.9
2.01312E+11,260,14,25,1014.2
2.01312E+11,280,10,25,1014.2
2.01312E+11,270,11,24,1014.9
2.01312E+11,250,9,22,1015.6
2.01312E+11,230,14,23,1016.3
2.01312E+11,240,15,23,1016.3
2.01312E+11,250,20,23,1017.3
2.01312E+11,240,15,23,1017.9
2.01312E+11,240,15,24,1018.3
2.01312E+11,240,17,24,1019
2.01312E+11,240,22,24,1019.6
2.01312E+11,250,25,24,1020
2.01312E+11,260,18,24,1020.3
2.01312E+11,260,22,24,1020.3
2.01312E+11,250,17,24,1021.3
2.01312E+11,260,20,23,1022
2.01312E+11,250,14,23,1022.7
2.01312E+11,260,17,24,1023
2.01312E+11,240,10,25,1023.4
2.01312E+11,230,15,26,1023
2.01312E+11,250,18,26,1022.4
2.01312E+11,250,16,26,1022
2.01312E+11,230,16,26,1022
2.01312E+11,230,13,24,1022.4
2.01312E+11,220,11,24,1022.4
2.01312E+11,240,10,23,1022.7
2.01312E+11,250,11,23,1023
2.01312E+11,260,14,23,1023.4
2.01312E+11,250,16,22,1024
2.01312E+11,240,10,22,1024.4
2.01312E+11,240,14,21,1024.7
2.01312E+11,240,15,21,1025.1
2.01312E+11,240,13,19,1025.7
2.01312E+11,230,45,17,1026.1
2.01312E+11,230,10,16,1026.8
2.01312E+11,230,9,16,1027.1
2.01312E+11,230,9,17,1026.8
2.01312E+11,210,10,15,1026.8
2.01312E+11,210,10,15,1027.1
2.01312E+11,230,13,14,1027.1
2.01312E+11,220,10,13,1027.1
2.01312E+11,220,13,16,1027.1
2.01312E+11,230,17,17,1027.4
2.01312E+11,230,11,17,1026.4
2.01312E+11,220,9,19,1025.4
2.01312E+11,240,16,19,1024
2.01312E+11,240,20,19,1023.4
2.01312E+11,230,15,19,1022.7
2.01312E+11,250,8,19,1022.4
2.01312E+11,220,9,18,1022
2.01312E+11,210,8,18,1021.3
2.01312E+11,220,13,19,1020.7
2.01312E+11,210,11,18,1020
2.01312E+11,210,11,18,1019.3
2.01312E+11,220,14,19,1018.3
2.01312E+11,250,16,22,1017.9
2.01312E+11,250,16,21,1017.6
2.01312E+11,250,17,21,1017.3
2.01312E+11,240,17,20,1017.6
2.01312E+11,240,17,20,1017.3
2.01312E+11,240,16,21,1017.3
2.01312E+11,250,17,21,1017.3
2.01312E+11,240,20,22,1016.9
2.01312E+11,250,18,23,1017.9
2.01312E+11,250,16,24,1018.3
2.01312E+11,250,15,25,1019.3
2.01312E+11,340,23,24,1020.3
2.01312E+11,350,18,22,1021.3
2.01312E+11,330,20,21,1022
2.01312E+11,330,18,20,1022.4
2.01312E+11,320,20,20,1023.4
2.01312E+11,320,17,19,1024.4
2.01312E+11,330,14,19,1025.1
2.01312E+11,260,7,19,1026.4
2.01312E+11,290,15,20,1027.1
2.01312E+11,310,20,20,1027.8
2.01312E+11,320,16,19,1028.1
2.01312E+11,310,10,19,1029.1
2.01312E+11,320,8,18,1029.5
2.01312E+11,350,7,18,1030.1
2.01312E+11,10,11,18,1030.1
